somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta,siglaRegione
1,Friuli-Venezia Giulia,TML_CAT_OSS,30/12/2020_PF/BT_FVG_12M810_Ospedale Monfalcone_70-79,1 - Operatori Sanitari e Sociosanitari,06,2020-12-30,PF/BT,12M810_Ospedale Monfalcone,70-79,FVG
4,Friuli-Venezia Giulia,TML_CAT_OSS,30/12/2020_PF/BT_FVG_14VP13_Ospedale Udine_70-79,1 - Operatori Sanitari e Sociosanitari,06,2020-12-30,PF/BT,14VP13_Ospedale Udine,70-79,FVG
6,Friuli-Venezia Giulia,TML_CAT_OSS,30/12/2020_PF/BT_FVG_201010_Ospedale Cattinara_70-79,1 - Operatori Sanitari e Sociosanitari,06,2020-12-30,PF/BT,201010_Ospedale Cattinara,70-79,FVG
3,Friuli-Venezia Giulia,TML_CAT_OSS,30/12/2020_PF/BT_FVG_220101_H Tolmezzo_70-79,1 - Operatori Sanitari e Sociosanitari,06,2020-12-30,PF/BT,220101_H Tolmezzo,70-79,FVG
2,Friuli-Venezia Giulia,TML_CAT_OSS,30/12/2020_PF/BT_FVG_12M810_Ospedale Monfalcone_80-89,1 - Operatori Sanitari e Sociosanitari,06,2020-12-30,PF/BT,12M810_Ospedale Monfalcone,80-89,FVG
1,Friuli-Venezia Giulia,TML_CAT_ALTRO,30/12/2020_PF/BT_FVG_117510_Ospedale Pordenone_20-29,2 - Personale non Sanitario,06,2020-12-30,PF/BT,117510_Ospedale Pordenone,20-29,FVG
2,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_201010_Ospedale Cattinara_20-29,2 - Personale non Sanitario,06,2020-12-30,PF/BT,201010_Ospedale Cattinara,20-29,FVG
1,Friuli-Venezia Giulia,TML_CAT_ALTRO,30/12/2020_PF/BT_FVG_220101_H Tolmezzo_20-29,2 - Personale non Sanitario,06,2020-12-30,PF/BT,220101_H Tolmezzo,20-29,FVG
1,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_117510_Ospedale Pordenone_30-39,2 - Personale non Sanitario,06,2020-12-30,PF/BT,117510_Ospedale Pordenone,30-39,FVG
2,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_12M810_Ospedale Monfalcone_30-39,2 - Personale non Sanitario,06,2020-12-30,PF/BT,12M810_Ospedale Monfalcone,30-39,FVG
1,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_14VP13_Ospedale Udine_30-39,2 - Personale non Sanitario,06,2020-12-30,PF/BT,14VP13_Ospedale Udine,30-39,FVG
5,Friuli-Venezia Giulia,TML_CAT_ALTRO,30/12/2020_PF/BT_FVG_14VP13_Ospedale Udine_30-39,2 - Personale non Sanitario,06,2020-12-30,PF/BT,14VP13_Ospedale Udine,30-39,FVG
1,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_201010_Ospedale Cattinara_30-39,2 - Personale non Sanitario,06,2020-12-30,PF/BT,201010_Ospedale Cattinara,30-39,FVG
2,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_117510_Ospedale Pordenone_40-49,2 - Personale non Sanitario,06,2020-12-30,PF/BT,117510_Ospedale Pordenone,40-49,FVG
3,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_12M810_Ospedale Monfalcone_40-49,2 - Personale non Sanitario,06,2020-12-30,PF/BT,12M810_Ospedale Monfalcone,40-49,FVG
2,Friuli-Venezia Giulia,TML_CAT_ALTRO,30/12/2020_PF/BT_FVG_14VP13_Ospedale Udine_40-49,2 - Personale non Sanitario,06,2020-12-30,PF/BT,14VP13_Ospedale Udine,40-49,FVG
2,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_14VP13_Ospedale Udine_40-49,2 - Personale non Sanitario,06,2020-12-30,PF/BT,14VP13_Ospedale Udine,40-49,FVG
3,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_220101_H Tolmezzo_40-49,2 - Personale non Sanitario,06,2020-12-30,PF/BT,220101_H Tolmezzo,40-49,FVG
1,Friuli-Venezia Giulia,TML_CAT_ALTRO,30/12/2020_PF/BT_FVG_117510_Ospedale Pordenone_50-59,2 - Personale non Sanitario,06,2020-12-30,PF/BT,117510_Ospedale Pordenone,50-59,FVG
2,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_117510_Ospedale Pordenone_50-59,2 - Personale non Sanitario,06,2020-12-30,PF/BT,117510_Ospedale Pordenone,50-59,FVG
2,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_12M810_Ospedale Monfalcone_50-59,2 - Personale non Sanitario,06,2020-12-30,PF/BT,12M810_Ospedale Monfalcone,50-59,FVG
3,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_14VP13_Ospedale Udine_50-59,2 - Personale non Sanitario,06,2020-12-30,PF/BT,14VP13_Ospedale Udine,50-59,FVG
1,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_201010_Ospedale Cattinara_50-59,2 - Personale non Sanitario,06,2020-12-30,PF/BT,201010_Ospedale Cattinara,50-59,FVG
2,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_12M810_Ospedale Monfalcone_60-69,2 - Personale non Sanitario,06,2020-12-30,PF/BT,12M810_Ospedale Monfalcone,60-69,FVG
1,Friuli-Venezia Giulia,TML_CAT_ALTRO,30/12/2020_PF/BT_FVG_14VP13_Ospedale Udine_60-69,2 - Personale non Sanitario,06,2020-12-30,PF/BT,14VP13_Ospedale Udine,60-69,FVG
1,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_14VP13_Ospedale Udine_60-69,2 - Personale non Sanitario,06,2020-12-30,PF/BT,14VP13_Ospedale Udine,60-69,FVG
1,Friuli-Venezia Giulia,TML_CAT_PERSONALE,30/12/2020_PF/BT_FVG_220101_H Tolmezzo_60-69,2 - Personale non Sanitario,06,2020-12-30,PF/BT,220101_H Tolmezzo,60-69,FVG
28,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_117510_SANTA MARIA DEGLI ANGELI_20-29,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,117510_SANTA MARIA DEGLI ANGELI,20-29,FVG
13,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_12M810_MONFALCONE_20-29,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,12M810_MONFALCONE,20-29,FVG
9,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_14VP13_SANTA MARIA DELLA MISERICORDIA_20-29,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,14VP13_SANTA MARIA DELLA MISERICORDIA,20-29,FVG
17,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_201010_CATTINARA_20-29,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,201010_CATTINARA,20-29,FVG
21,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_220101_TOLMEZZO_20-29,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,220101_TOLMEZZO,20-29,FVG
25,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_117510_SANTA MARIA DEGLI ANGELI_30-39,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,117510_SANTA MARIA DEGLI ANGELI,30-39,FVG
35,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_12M810_MONFALCONE_30-39,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,12M810_MONFALCONE,30-39,FVG
53,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_14VP13_SANTA MARIA DELLA MISERICORDIA_30-39,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,14VP13_SANTA MARIA DELLA MISERICORDIA,30-39,FVG
53,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_201010_CATTINARA_30-39,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,201010_CATTINARA,30-39,FVG
37,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_220101_TOLMEZZO_30-39,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,220101_TOLMEZZO,30-39,FVG
52,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_117510_SANTA MARIA DEGLI ANGELI_40-49,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,117510_SANTA MARIA DEGLI ANGELI,40-49,FVG
51,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_12M810_MONFALCONE_40-49,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,12M810_MONFALCONE,40-49,FVG
29,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_14VP13_SANTA MARIA DELLA MISERICORDIA_40-49,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,14VP13_SANTA MARIA DELLA MISERICORDIA,40-49,FVG
49,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_201010_CATTINARA_40-49,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,201010_CATTINARA,40-49,FVG
56,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_220101_TOLMEZZO_40-49,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,220101_TOLMEZZO,40-49,FVG
59,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_117510_SANTA MARIA DEGLI ANGELI_50-59,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,117510_SANTA MARIA DEGLI ANGELI,50-59,FVG
67,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_12M810_MONFALCONE_50-59,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,12M810_MONFALCONE,50-59,FVG
21,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_14VP13_SANTA MARIA DELLA MISERICORDIA_50-59,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,14VP13_SANTA MARIA DELLA MISERICORDIA,50-59,FVG
51,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_201010_CATTINARA_50-59,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,201010_CATTINARA,50-59,FVG
82,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_220101_TOLMEZZO_50-59,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,220101_TOLMEZZO,50-59,FVG
35,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_117510_SANTA MARIA DEGLI ANGELI_60-69,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,117510_SANTA MARIA DEGLI ANGELI,60-69,FVG
41,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_12M810_MONFALCONE_60-69,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,12M810_MONFALCONE,60-69,FVG
17,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_14VP13_SANTA MARIA DELLA MISERICORDIA_60-69,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,14VP13_SANTA MARIA DELLA MISERICORDIA,60-69,FVG
24,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_201010_CATTINARA_60-69,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,201010_CATTINARA,60-69,FVG
25,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_220101_TOLMEZZO_60-69,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,220101_TOLMEZZO,60-69,FVG
2,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_117510_SANTA MARIA DEGLI ANGELI_70-79,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,117510_SANTA MARIA DEGLI ANGELI,70-79,FVG
5,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_12M810_MONFALCONE_70-79,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,12M810_MONFALCONE,70-79,FVG
1,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_14VP13_SANTA MARIA DELLA MISERICORDIA_70-79,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,14VP13_SANTA MARIA DELLA MISERICORDIA,70-79,FVG
6,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_201010_CATTINARA_70-79,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,201010_CATTINARA,70-79,FVG
2,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_220101_TOLMEZZO_70-79,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,220101_TOLMEZZO,70-79,FVG
1,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_12M810_MONFALCONE_80-89,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,12M810_MONFALCONE,80-89,FVG
1,Friuli-Venezia Giulia,TML_CAT_OSS,31/12/2020_PF/BT_FVG_201010_CATTINARA_90+,1 - Operatori Sanitari e Sociosanitari,06,2020-12-31,PF/BT,201010_CATTINARA,90+,FVG
2,Friuli-Venezia Giulia,TML_CAT_PERSONALE,31/12/2020_PF/BT_FVG_117510_SANTA MARIA DEGLI ANGELI_20-29,2 - Personale non Sanitario,06,2020-12-31,PF/BT,117510_SANTA MARIA DEGLI ANGELI,20-29,FVG
3,Friuli-Venezia Giulia,TML_CAT_ALTRO,31/12/2020_PF/BT_FVG_12M810_MONFALCONE_20-29,2 - Personale non Sanitario,06,2020-12-31,PF/BT,12M810_MONFALCONE,20-29,FVG
6,Friuli-Venezia Giulia,TML_CAT_ALTRO,31/12/2020_PF/BT_FVG_14VP13_SANTA MARIA DELLA MISERICORDIA_20-29,2 - Personale non Sanitario,06,2020-12-31,PF/BT,14VP13_SANTA MARIA DELLA MISERICORDIA,20-29,FVG
19,Friuli-Venezia Giulia,TML_CAT_ALTRO,31/12/2020_PF/BT_FVG_201010_CATTINARA_20-29,2 - Personale non Sanitario,06,2020-12-31,PF/BT,201010_CATTINARA,20-29,FVG
1,Friuli-Venezia Giulia,TML_CAT_ALTRO,31/12/2020_PF/BT_FVG_220101_TOLMEZZO_20-29,2 - Personale non Sanitario,06,2020-12-31,PF/BT,220101_TOLMEZZO,20-29,FVG
3,Friuli-Venezia Giulia,TML_CAT_PERSONALE,31/12/2020_PF/BT_FVG_220101_TOLMEZZO_20-29,2 - Personale non Sanitario,06,2020-12-31,PF/BT,220101_TOLMEZZO,20-29,FVG
1,Friuli-Venezia Giulia,TML_CAT_PERSONALE,31/12/2020_PF/BT_FVG_117510_SANTA MARIA DEGLI ANGELI_30-39,2 - Personale non Sanitario,06,2020-12-31,PF/BT,117510_SANTA MARIA DEGLI ANGELI,30-39,FVG
1,Friuli-Venezia Giulia,TML_CAT_ALTRO,31/12/2020_PF/BT_FVG_12M810_MONFALCONE_30-39,2 - Personale non Sanitario,06,2020-12-31,PF/BT,12M810_MONFALCONE,30-39,FVG
1,Friuli-Venezia Giulia,TML_CAT_PERSONALE,31/12/2020_PF/BT_FVG_12M810_MONFALCONE_30-39,2 - Personale non Sanitario,06,2020-12-31,PF/BT,12M810_MONFALCONE,30-39,FVG
1,Friuli-Venezia Giulia,TML_CAT_PERSONALE,31/12/2020_PF/BT_FVG_14VP13_SANTA MARIA DELLA MISERICORDIA_30-39,2 - Personale non Sanitario,06,2020-12-31,PF/BT,14VP13_SANTA MARIA DELLA MISERICORDIA,30-39,FVG
6,Friuli-Venezia Giulia,TML_CAT_ALTRO,31/12/2020_PF/BT_FVG_14VP13_SANTA MARIA DELLA MISERICORDIA_30-39,2 - Personale non Sanitario,06,2020-12-31,PF/BT,14VP13_SANTA MARIA DELLA MISERICORDIA,30-39,FVG
1,Friuli-Venezia Giulia,TML_CAT_PERSONALE,31/12/2020_PF/BT_FVG_201010_CATTINARA_30-39,2 - Personale non Sanitario,06,2020-12-31,PF/BT,201010_CATTINARA,30-39,FVG
6,Friuli-Venezia Giulia,TML_CAT_ALTRO,31/12/2020_PF/BT_FVG_201010_CATTINARA_30-39,2 - Personale non Sanitario,06,2020-12-31,PF/BT,201010_CATTINARA,30-39,FVG
1,Friuli-Venezia Giulia,TML_CAT_ALTRO,31/12/2020_PF/BT_FVG_220101_TOLMEZZO_30-39,2 - Personale non Sanitario,06,2020-12-31,PF/BT,220101_TOLMEZZO,30-39,FVG
1,Friuli-Venezia Giulia,TML_CAT_PERSONALE,31/12/2020_PF/BT_FVG_220101_TOLMEZZO_30-39,2 - Personale non Sanitario,06,2020-12-31,PF/BT,220101_TOLMEZZO,30-39,FVG
3,Friuli-Venezia Giulia,TML_CAT_PERSONALE,31/12/2020_PF/BT_FVG_117510_SANTA MARIA DEGLI ANGELI_40-49,2 - Personale non Sanitario,06,2020-12-31,PF/BT,117510_SANTA MARIA DEGLI ANGELI,40-49,FVG
3,Friuli-Venezia Giulia,TML_CAT_PERSONALE,31/12/2020_PF/BT_FVG_12M810_MONFALCONE_40-49,2 - Personale non Sanitario,06,2020-12-31,PF/BT,12M810_MONFALCONE,40-49,FVG
1,Friuli-Venezia Giulia,TML_CAT_PERSONALE,31/12/2020_PF/BT_FVG_14VP13_SANTA MARIA DELLA MISERICORDIA_40-49,2 - Personale non Sanitario,06,2020-12-31,PF/BT,14VP13_SANTA MARIA DELLA MISERICORDIA,40-49,FVG
1,Friuli-Venezia Giulia,TML_CAT_ALTRO,31/12/2020_PF/BT_FVG_201010_CATTINARA_40-49,2 - Personale non Sanitario,06,2020-12-31,PF/BT,201010_CATTINARA,40-49,FVG
3,Friuli-Venezia Giulia,TML_CAT_PERSONALE,31/12/2020_PF/BT_FVG_201010_CATTINARA_40-49,2 - Personale non Sanitario,06,2020-12-31,PF/BT,201010_CATTINARA,40-49,FVG
4,Friuli-Venezia Giulia,TML_CAT_PERSONALE,31/12/2020_PF/BT_FVG_220101_TOLMEZZO_40-49,2 - Personale non Sanitario,06,2020-12-31,PF/BT,220101_TOLMEZZO,40-49,FVG
2,Friuli-Venezia Giulia,TML_CAT_PERSONALE,31/12/2020_PF/BT_FVG_117510_SANTA MARIA DEGLI ANGELI_50-59,2 - Personale non Sanitario,06,2020-12-31,PF/BT,117510_SANTA MARIA DEGLI ANGELI,50-59,FVG
2,Friuli-Venezia Giulia,TML_CAT_PERSONALE,31/12/2020_PF/BT_FVG_12M810_MONFALCONE_50-59,2 - Personale non Sanitario,06,2020-12-31,PF/BT,12M810_MONFALCONE,50-59,FVG
2,Friuli-Venezia Giulia,TML_CAT_PERSONALE,31/12/2020_PF/BT_FVG_201010_CATTINARA_50-59,2 - Personale non Sanitario,06,2020-12-31,PF/BT,201010_CATTINARA,50-59,FVG
