somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta,siglaRegione,NUTS2
4,Valle d'Aosta,TML_CAT_OSS,07/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_70-79,1 - Operatori Sanitari e Sociosanitari,02,2021-01-07,PF/BT,20001_Presidio Ospedaliero Parini,70-79,VDA,ITC2
1,Valle d'Aosta,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_VDA_900004_Microcomunità G.B. FESTAZ_50-59,3 - Ospiti Strutture Residenziali,02,2021-01-07,PF/BT,900004_Microcomunità G.B. FESTAZ,50-59,VDA,ITC2
1,Valle d'Aosta,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_VDA_900004_Microcomunità G.B. FESTAZ_60-69,3 - Ospiti Strutture Residenziali,02,2021-01-07,PF/BT,900004_Microcomunità G.B. FESTAZ,60-69,VDA,ITC2
2,Valle d'Aosta,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_VDA_900004_Microcomunità G.B. FESTAZ_70-79,3 - Ospiti Strutture Residenziali,02,2021-01-07,PF/BT,900004_Microcomunità G.B. FESTAZ,70-79,VDA,ITC2
2,Valle d'Aosta,TML_CAT_RSA_OSPITI,07/01/2021_PF/BT_VDA_900004_Microcomunità G.B. FESTAZ_80-89,3 - Ospiti Strutture Residenziali,02,2021-01-07,PF/BT,900004_Microcomunità G.B. FESTAZ,80-89,VDA,ITC2
4,Valle d'Aosta,TML_CAT_OSS,08/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_16-19,1 - Operatori Sanitari e Sociosanitari,02,2021-01-08,PF/BT,20001_Presidio Ospedaliero Parini,16-19,VDA,ITC2
32,Valle d'Aosta,TML_CAT_OSS,08/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_20-29,1 - Operatori Sanitari e Sociosanitari,02,2021-01-08,PF/BT,20001_Presidio Ospedaliero Parini,20-29,VDA,ITC2
50,Valle d'Aosta,TML_CAT_OSS,08/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_30-39,1 - Operatori Sanitari e Sociosanitari,02,2021-01-08,PF/BT,20001_Presidio Ospedaliero Parini,30-39,VDA,ITC2
56,Valle d'Aosta,TML_CAT_OSS,08/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_40-49,1 - Operatori Sanitari e Sociosanitari,02,2021-01-08,PF/BT,20001_Presidio Ospedaliero Parini,40-49,VDA,ITC2
75,Valle d'Aosta,TML_CAT_OSS,08/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_50-59,1 - Operatori Sanitari e Sociosanitari,02,2021-01-08,PF/BT,20001_Presidio Ospedaliero Parini,50-59,VDA,ITC2
36,Valle d'Aosta,TML_CAT_OSS,08/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_60-69,1 - Operatori Sanitari e Sociosanitari,02,2021-01-08,PF/BT,20001_Presidio Ospedaliero Parini,60-69,VDA,ITC2
21,Valle d'Aosta,TML_CAT_OSS,08/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_70-79,1 - Operatori Sanitari e Sociosanitari,02,2021-01-08,PF/BT,20001_Presidio Ospedaliero Parini,70-79,VDA,ITC2
1,Valle d'Aosta,TML_CAT_OSS,08/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_80-89,1 - Operatori Sanitari e Sociosanitari,02,2021-01-08,PF/BT,20001_Presidio Ospedaliero Parini,80-89,VDA,ITC2
2,Valle d'Aosta,TML_CAT_RSA_OSPITI,08/01/2021_PF/BT_VDA_6301_MORGEX Centro Vaccinale_30-39,3 - Ospiti Strutture Residenziali,02,2021-01-08,PF/BT,6301_MORGEX Centro Vaccinale,30-39,VDA,ITC2
1,Valle d'Aosta,TML_CAT_RSA_OSPITI,08/01/2021_PF/BT_VDA_6301_MORGEX Centro Vaccinale_40-49,3 - Ospiti Strutture Residenziali,02,2021-01-08,PF/BT,6301_MORGEX Centro Vaccinale,40-49,VDA,ITC2
5,Valle d'Aosta,TML_CAT_RSA_OSPITI,08/01/2021_PF/BT_VDA_6301_MORGEX Centro Vaccinale_50-59,3 - Ospiti Strutture Residenziali,02,2021-01-08,PF/BT,6301_MORGEX Centro Vaccinale,50-59,VDA,ITC2
3,Valle d'Aosta,TML_CAT_RSA_OSPITI,08/01/2021_PF/BT_VDA_6301_MORGEX Centro Vaccinale_70-79,3 - Ospiti Strutture Residenziali,02,2021-01-08,PF/BT,6301_MORGEX Centro Vaccinale,70-79,VDA,ITC2
8,Valle d'Aosta,TML_CAT_RSA_OSPITI,08/01/2021_PF/BT_VDA_6301_MORGEX Centro Vaccinale_80-89,3 - Ospiti Strutture Residenziali,02,2021-01-08,PF/BT,6301_MORGEX Centro Vaccinale,80-89,VDA,ITC2
5,Valle d'Aosta,TML_CAT_RSA_OSPITI,08/01/2021_PF/BT_VDA_6301_MORGEX Centro Vaccinale_90+,3 - Ospiti Strutture Residenziali,02,2021-01-08,PF/BT,6301_MORGEX Centro Vaccinale,90+,VDA,ITC2
4,Valle d'Aosta,TML_CAT_OSS,09/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_16-19,1 - Operatori Sanitari e Sociosanitari,02,2021-01-09,PF/BT,20001_Presidio Ospedaliero Parini,16-19,VDA,ITC2
42,Valle d'Aosta,TML_CAT_OSS,09/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_20-29,1 - Operatori Sanitari e Sociosanitari,02,2021-01-09,PF/BT,20001_Presidio Ospedaliero Parini,20-29,VDA,ITC2
53,Valle d'Aosta,TML_CAT_OSS,09/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_30-39,1 - Operatori Sanitari e Sociosanitari,02,2021-01-09,PF/BT,20001_Presidio Ospedaliero Parini,30-39,VDA,ITC2
96,Valle d'Aosta,TML_CAT_OSS,09/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_40-49,1 - Operatori Sanitari e Sociosanitari,02,2021-01-09,PF/BT,20001_Presidio Ospedaliero Parini,40-49,VDA,ITC2
138,Valle d'Aosta,TML_CAT_OSS,09/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_50-59,1 - Operatori Sanitari e Sociosanitari,02,2021-01-09,PF/BT,20001_Presidio Ospedaliero Parini,50-59,VDA,ITC2
57,Valle d'Aosta,TML_CAT_OSS,09/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_60-69,1 - Operatori Sanitari e Sociosanitari,02,2021-01-09,PF/BT,20001_Presidio Ospedaliero Parini,60-69,VDA,ITC2
24,Valle d'Aosta,TML_CAT_OSS,09/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_70-79,1 - Operatori Sanitari e Sociosanitari,02,2021-01-09,PF/BT,20001_Presidio Ospedaliero Parini,70-79,VDA,ITC2
5,Valle d'Aosta,TML_CAT_RSA_OSPITI,09/01/2021_PF/BT_VDA_6301_DOMUS PACIS_40-49,3 - Ospiti Strutture Residenziali,02,2021-01-09,PF/BT,6301_DOMUS PACIS,40-49,VDA,ITC2
2,Valle d'Aosta,TML_CAT_RSA_OSPITI,09/01/2021_PF/BT_VDA_6301_DOMUS PACIS_50-59,3 - Ospiti Strutture Residenziali,02,2021-01-09,PF/BT,6301_DOMUS PACIS,50-59,VDA,ITC2
2,Valle d'Aosta,TML_CAT_RSA_OSPITI,09/01/2021_PF/BT_VDA_6301_DOMUS PACIS_60-69,3 - Ospiti Strutture Residenziali,02,2021-01-09,PF/BT,6301_DOMUS PACIS,60-69,VDA,ITC2
6,Valle d'Aosta,TML_CAT_RSA_OSPITI,09/01/2021_PF/BT_VDA_6301_DOMUS PACIS_70-79,3 - Ospiti Strutture Residenziali,02,2021-01-09,PF/BT,6301_DOMUS PACIS,70-79,VDA,ITC2
7,Valle d'Aosta,TML_CAT_RSA_OSPITI,09/01/2021_PF/BT_VDA_6301_DOMUS PACIS_80-89,3 - Ospiti Strutture Residenziali,02,2021-01-09,PF/BT,6301_DOMUS PACIS,80-89,VDA,ITC2
7,Valle d'Aosta,TML_CAT_RSA_OSPITI,09/01/2021_PF/BT_VDA_6301_DOMUS PACIS_90+,3 - Ospiti Strutture Residenziali,02,2021-01-09,PF/BT,6301_DOMUS PACIS,90+,VDA,ITC2
17,Valle d'Aosta,TML_CAT_OSS,10/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_20-29,1 - Operatori Sanitari e Sociosanitari,02,2021-01-10,PF/BT,20001_Presidio Ospedaliero Parini,20-29,VDA,ITC2
2,Valle d'Aosta,TML_CAT_OSS,10/01/2021_PF/BT_VDA_7601_MICROCOMUNITA' PERLOZ_20-29,1 - Operatori Sanitari e Sociosanitari,02,2021-01-10,PF/BT,7601_MICROCOMUNITA' PERLOZ,20-29,VDA,ITC2
41,Valle d'Aosta,TML_CAT_OSS,10/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_30-39,1 - Operatori Sanitari e Sociosanitari,02,2021-01-10,PF/BT,20001_Presidio Ospedaliero Parini,30-39,VDA,ITC2
2,Valle d'Aosta,TML_CAT_OSS,10/01/2021_PF/BT_VDA_7601_MICROCOMUNITA' PERLOZ_30-39,1 - Operatori Sanitari e Sociosanitari,02,2021-01-10,PF/BT,7601_MICROCOMUNITA' PERLOZ,30-39,VDA,ITC2
44,Valle d'Aosta,TML_CAT_OSS,10/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_40-49,1 - Operatori Sanitari e Sociosanitari,02,2021-01-10,PF/BT,20001_Presidio Ospedaliero Parini,40-49,VDA,ITC2
7,Valle d'Aosta,TML_CAT_OSS,10/01/2021_PF/BT_VDA_7601_MICROCOMUNITA' PERLOZ_40-49,1 - Operatori Sanitari e Sociosanitari,02,2021-01-10,PF/BT,7601_MICROCOMUNITA' PERLOZ,40-49,VDA,ITC2
58,Valle d'Aosta,TML_CAT_OSS,10/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_50-59,1 - Operatori Sanitari e Sociosanitari,02,2021-01-10,PF/BT,20001_Presidio Ospedaliero Parini,50-59,VDA,ITC2
4,Valle d'Aosta,TML_CAT_OSS,10/01/2021_PF/BT_VDA_7601_MICROCOMUNITA' PERLOZ_50-59,1 - Operatori Sanitari e Sociosanitari,02,2021-01-10,PF/BT,7601_MICROCOMUNITA' PERLOZ,50-59,VDA,ITC2
23,Valle d'Aosta,TML_CAT_OSS,10/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_60-69,1 - Operatori Sanitari e Sociosanitari,02,2021-01-10,PF/BT,20001_Presidio Ospedaliero Parini,60-69,VDA,ITC2
2,Valle d'Aosta,TML_CAT_OSS,10/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_70-79,1 - Operatori Sanitari e Sociosanitari,02,2021-01-10,PF/BT,20001_Presidio Ospedaliero Parini,70-79,VDA,ITC2
6,Valle d'Aosta,TML_CAT_RSA_OSPITI,10/01/2021_PF/BT_VDA_7601_MICROCOMUNITA' PERLOZ_60-69,3 - Ospiti Strutture Residenziali,02,2021-01-10,PF/BT,7601_MICROCOMUNITA' PERLOZ,60-69,VDA,ITC2
8,Valle d'Aosta,TML_CAT_RSA_OSPITI,10/01/2021_PF/BT_VDA_7601_MICROCOMUNITA' PERLOZ_70-79,3 - Ospiti Strutture Residenziali,02,2021-01-10,PF/BT,7601_MICROCOMUNITA' PERLOZ,70-79,VDA,ITC2
4,Valle d'Aosta,TML_CAT_RSA_OSPITI,10/01/2021_PF/BT_VDA_7601_MICROCOMUNITA' PERLOZ_80-89,3 - Ospiti Strutture Residenziali,02,2021-01-10,PF/BT,7601_MICROCOMUNITA' PERLOZ,80-89,VDA,ITC2
2,Valle d'Aosta,TML_CAT_RSA_OSPITI,10/01/2021_PF/BT_VDA_7601_MICROCOMUNITA' PERLOZ_90+,3 - Ospiti Strutture Residenziali,02,2021-01-10,PF/BT,7601_MICROCOMUNITA' PERLOZ,90+,VDA,ITC2
1,Valle d'Aosta,TML_CAT_OSS,11/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_16-19,1 - Operatori Sanitari e Sociosanitari,02,2021-01-11,PF/BT,20001_Presidio Ospedaliero Parini,16-19,VDA,ITC2
30,Valle d'Aosta,TML_CAT_OSS,11/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_20-29,1 - Operatori Sanitari e Sociosanitari,02,2021-01-11,PF/BT,20001_Presidio Ospedaliero Parini,20-29,VDA,ITC2
54,Valle d'Aosta,TML_CAT_OSS,11/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_30-39,1 - Operatori Sanitari e Sociosanitari,02,2021-01-11,PF/BT,20001_Presidio Ospedaliero Parini,30-39,VDA,ITC2
68,Valle d'Aosta,TML_CAT_OSS,11/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_40-49,1 - Operatori Sanitari e Sociosanitari,02,2021-01-11,PF/BT,20001_Presidio Ospedaliero Parini,40-49,VDA,ITC2
2,Valle d'Aosta,TML_CAT_OSS,11/01/2021_PF/BT_VDA_20101_MICROCOMUNITA' FENIS - VERRES_40-49,1 - Operatori Sanitari e Sociosanitari,02,2021-01-11,PF/BT,20101_MICROCOMUNITA' FENIS - VERRES,40-49,VDA,ITC2
84,Valle d'Aosta,TML_CAT_OSS,11/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_50-59,1 - Operatori Sanitari e Sociosanitari,02,2021-01-11,PF/BT,20001_Presidio Ospedaliero Parini,50-59,VDA,ITC2
7,Valle d'Aosta,TML_CAT_OSS,11/01/2021_PF/BT_VDA_20101_MICROCOMUNITA' FENIS - VERRES_50-59,1 - Operatori Sanitari e Sociosanitari,02,2021-01-11,PF/BT,20101_MICROCOMUNITA' FENIS - VERRES,50-59,VDA,ITC2
42,Valle d'Aosta,TML_CAT_OSS,11/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_60-69,1 - Operatori Sanitari e Sociosanitari,02,2021-01-11,PF/BT,20001_Presidio Ospedaliero Parini,60-69,VDA,ITC2
7,Valle d'Aosta,TML_CAT_OSS,11/01/2021_PF/BT_VDA_20001_Presidio Ospedaliero Parini_70-79,1 - Operatori Sanitari e Sociosanitari,02,2021-01-11,PF/BT,20001_Presidio Ospedaliero Parini,70-79,VDA,ITC2
3,Valle d'Aosta,TML_CAT_RSA_OSPITI,11/01/2021_PF/BT_VDA_20101_MICROCOMUNITA' FENIS - VERRES_60-69,3 - Ospiti Strutture Residenziali,02,2021-01-11,PF/BT,20101_MICROCOMUNITA' FENIS - VERRES,60-69,VDA,ITC2
11,Valle d'Aosta,TML_CAT_RSA_OSPITI,11/01/2021_PF/BT_VDA_20101_MICROCOMUNITA' FENIS - VERRES_70-79,3 - Ospiti Strutture Residenziali,02,2021-01-11,PF/BT,20101_MICROCOMUNITA' FENIS - VERRES,70-79,VDA,ITC2
11,Valle d'Aosta,TML_CAT_RSA_OSPITI,11/01/2021_PF/BT_VDA_20101_MICROCOMUNITA' FENIS - VERRES_80-89,3 - Ospiti Strutture Residenziali,02,2021-01-11,PF/BT,20101_MICROCOMUNITA' FENIS - VERRES,80-89,VDA,ITC2
6,Valle d'Aosta,TML_CAT_RSA_OSPITI,11/01/2021_PF/BT_VDA_20101_MICROCOMUNITA' FENIS - VERRES_90+,3 - Ospiti Strutture Residenziali,02,2021-01-11,PF/BT,20101_MICROCOMUNITA' FENIS - VERRES,90+,VDA,ITC2
