somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta,siglaRegione,NUTS2
15,Sicilia,TML_CAT_OSS,28/12/2020_PF/BT_SIC_19092701_HSP11 - Ospedale Civico_40-49,1 - Operatori Sanitari e Sociosanitari,19,2020-12-28,PF/BT,19092701_HSP11 - Ospedale Civico,40-49,SIC,ITG1
6,Sicilia,TML_CAT_OSS,28/12/2020_PF/BT_SIC_190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE_40-49,1 - Operatori Sanitari e Sociosanitari,19,2020-12-28,PF/BT,190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE,40-49,SIC,ITG1
10,Sicilia,TML_CAT_OSS,28/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_50-59,1 - Operatori Sanitari e Sociosanitari,19,2020-12-28,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,50-59,SIC,ITG1
20,Sicilia,TML_CAT_OSS,28/12/2020_PF/BT_SIC_19092601_HSP11 - P.O. Villa Sofia_50-59,1 - Operatori Sanitari e Sociosanitari,19,2020-12-28,PF/BT,19092601_HSP11 - P.O. Villa Sofia,50-59,SIC,ITG1
9,Sicilia,TML_CAT_OSS,28/12/2020_PF/BT_SIC_19092701_HSP11 - Ospedale Civico_50-59,1 - Operatori Sanitari e Sociosanitari,19,2020-12-28,PF/BT,19092701_HSP11 - Ospedale Civico,50-59,SIC,ITG1
4,Sicilia,TML_CAT_OSS,28/12/2020_PF/BT_SIC_190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE_50-59,1 - Operatori Sanitari e Sociosanitari,19,2020-12-28,PF/BT,190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE,50-59,SIC,ITG1
16,Sicilia,TML_CAT_OSS,28/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_60-69,1 - Operatori Sanitari e Sociosanitari,19,2020-12-28,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,60-69,SIC,ITG1
15,Sicilia,TML_CAT_OSS,28/12/2020_PF/BT_SIC_19092601_HSP11 - P.O. Villa Sofia_60-69,1 - Operatori Sanitari e Sociosanitari,19,2020-12-28,PF/BT,19092601_HSP11 - P.O. Villa Sofia,60-69,SIC,ITG1
9,Sicilia,TML_CAT_OSS,28/12/2020_PF/BT_SIC_19092701_HSP11 - Ospedale Civico_60-69,1 - Operatori Sanitari e Sociosanitari,19,2020-12-28,PF/BT,19092701_HSP11 - Ospedale Civico,60-69,SIC,ITG1
13,Sicilia,TML_CAT_OSS,28/12/2020_PF/BT_SIC_190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE_60-69,1 - Operatori Sanitari e Sociosanitari,19,2020-12-28,PF/BT,190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE,60-69,SIC,ITG1
2,Sicilia,TML_CAT_PERSONALE,28/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_50-59,2 - Personale non Sanitario,19,2020-12-28,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,50-59,SIC,ITG1
4,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,20-29,SIC,ITG1
3,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_19092601_HSP11 - P.O. Villa Sofia_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,19092601_HSP11 - P.O. Villa Sofia,20-29,SIC,ITG1
4,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_19092701_HSP11 - Ospedale Civico_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,19092701_HSP11 - Ospedale Civico,20-29,SIC,ITG1
5,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE,20-29,SIC,ITG1
9,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_30-39,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,30-39,SIC,ITG1
6,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_19092601_HSP11 - P.O. Villa Sofia_30-39,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,19092601_HSP11 - P.O. Villa Sofia,30-39,SIC,ITG1
13,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_19092701_HSP11 - Ospedale Civico_30-39,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,19092701_HSP11 - Ospedale Civico,30-39,SIC,ITG1
24,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE_30-39,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE,30-39,SIC,ITG1
13,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_40-49,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,40-49,SIC,ITG1
15,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_19092601_HSP11 - P.O. Villa Sofia_40-49,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,19092601_HSP11 - P.O. Villa Sofia,40-49,SIC,ITG1
16,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_19092701_HSP11 - Ospedale Civico_40-49,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,19092701_HSP11 - Ospedale Civico,40-49,SIC,ITG1
11,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE_40-49,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE,40-49,SIC,ITG1
9,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_50-59,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,50-59,SIC,ITG1
16,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_19092601_HSP11 - P.O. Villa Sofia_50-59,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,19092601_HSP11 - P.O. Villa Sofia,50-59,SIC,ITG1
15,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_19092701_HSP11 - Ospedale Civico_50-59,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,19092701_HSP11 - Ospedale Civico,50-59,SIC,ITG1
11,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE_50-59,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE,50-59,SIC,ITG1
25,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_60-69,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,60-69,SIC,ITG1
15,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_19092601_HSP11 - P.O. Villa Sofia_60-69,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,19092601_HSP11 - P.O. Villa Sofia,60-69,SIC,ITG1
12,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_19092701_HSP11 - Ospedale Civico_60-69,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,19092701_HSP11 - Ospedale Civico,60-69,SIC,ITG1
9,Sicilia,TML_CAT_OSS,29/12/2020_PF/BT_SIC_190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE_60-69,1 - Operatori Sanitari e Sociosanitari,19,2020-12-29,PF/BT,190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE,60-69,SIC,ITG1
4,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,20-29,SIC,ITG1
11,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_19092601_HSP11 - P.O. Villa Sofia_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,19092601_HSP11 - P.O. Villa Sofia,20-29,SIC,ITG1
2,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_19092701_HSP11 - Ospedale Civico_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,19092701_HSP11 - Ospedale Civico,20-29,SIC,ITG1
11,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE,20-29,SIC,ITG1
20,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_30-39,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,30-39,SIC,ITG1
17,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_19092601_HSP11 - P.O. Villa Sofia_30-39,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,19092601_HSP11 - P.O. Villa Sofia,30-39,SIC,ITG1
13,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_19092701_HSP11 - Ospedale Civico_30-39,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,19092701_HSP11 - Ospedale Civico,30-39,SIC,ITG1
17,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE_30-39,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE,30-39,SIC,ITG1
14,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_40-49,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,40-49,SIC,ITG1
11,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_19092601_HSP11 - P.O. Villa Sofia_40-49,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,19092601_HSP11 - P.O. Villa Sofia,40-49,SIC,ITG1
13,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_19092701_HSP11 - Ospedale Civico_40-49,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,19092701_HSP11 - Ospedale Civico,40-49,SIC,ITG1
11,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE_40-49,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE,40-49,SIC,ITG1
12,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_50-59,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,50-59,SIC,ITG1
9,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_19092601_HSP11 - P.O. Villa Sofia_50-59,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,19092601_HSP11 - P.O. Villa Sofia,50-59,SIC,ITG1
14,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_19092701_HSP11 - Ospedale Civico_50-59,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,19092701_HSP11 - Ospedale Civico,50-59,SIC,ITG1
9,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE_50-59,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE,50-59,SIC,ITG1
14,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_60-69,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,60-69,SIC,ITG1
5,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_19092601_HSP11 - P.O. Villa Sofia_60-69,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,19092601_HSP11 - P.O. Villa Sofia,60-69,SIC,ITG1
6,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_19092701_HSP11 - Ospedale Civico_60-69,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,19092701_HSP11 - Ospedale Civico,60-69,SIC,ITG1
5,Sicilia,TML_CAT_OSS,30/12/2020_PF/BT_SIC_190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE_60-69,1 - Operatori Sanitari e Sociosanitari,19,2020-12-30,PF/BT,190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE,60-69,SIC,ITG1
1,Sicilia,TML_CAT_PERSONALE,30/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_20-29,2 - Personale non Sanitario,19,2020-12-30,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,20-29,SIC,ITG1
6,Sicilia,TML_CAT_ALTRO,30/12/2020_PF/BT_SIC_19092601_HSP11 - P.O. Villa Sofia_20-29,2 - Personale non Sanitario,19,2020-12-30,PF/BT,19092601_HSP11 - P.O. Villa Sofia,20-29,SIC,ITG1
6,Sicilia,TML_CAT_ALTRO,30/12/2020_PF/BT_SIC_190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE_20-29,2 - Personale non Sanitario,19,2020-12-30,PF/BT,190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE,20-29,SIC,ITG1
2,Sicilia,TML_CAT_PERSONALE,30/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_40-49,2 - Personale non Sanitario,19,2020-12-30,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,40-49,SIC,ITG1
3,Sicilia,TML_CAT_PERSONALE,30/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_50-59,2 - Personale non Sanitario,19,2020-12-30,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,50-59,SIC,ITG1
1,Sicilia,TML_CAT_PERSONALE,30/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_60-69,2 - Personale non Sanitario,19,2020-12-30,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,60-69,SIC,ITG1
1,Sicilia,TML_CAT_PERSONALE,30/12/2020_PF/BT_SIC_19092601_HSP11 - P.O. Villa Sofia_60-69,2 - Personale non Sanitario,19,2020-12-30,PF/BT,19092601_HSP11 - P.O. Villa Sofia,60-69,SIC,ITG1
1,Sicilia,TML_CAT_PERSONALE,30/12/2020_PF/BT_SIC_190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE_60-69,2 - Personale non Sanitario,19,2020-12-30,PF/BT,190928_HSP11 - AZ.OSP.UNIV.P.GIACCONE,60-69,SIC,ITG1
1,Sicilia,TML_CAT_OSS,31/12/2020_PF/BT_SIC_190179_HSP11 - FOND. IST. S. RAFFAELE - GIGLIO_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-31,PF/BT,190179_HSP11 - FOND. IST. S. RAFFAELE - GIGLIO,20-29,SIC,ITG1
10,Sicilia,TML_CAT_OSS,31/12/2020_PF/BT_SIC_190313_RIA11 - IST.RIAB.VILLAG. SAN GIUSEPPE_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-31,PF/BT,190313_RIA11 - IST.RIAB.VILLAG. SAN GIUSEPPE,20-29,SIC,ITG1
10,Sicilia,TML_CAT_OSS,31/12/2020_PF/BT_SIC_190316_RIA11 - ASS.J.F.KENNEDY - C.RIAB.ONLUS_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-31,PF/BT,190316_RIA11 - ASS.J.F.KENNEDY - C.RIAB.ONLUS,20-29,SIC,ITG1
12,Sicilia,TML_CAT_OSS,31/12/2020_PF/BT_SIC_190317_HSP11 - P.O. Gravina e S. Pietro Caltagirone_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-31,PF/BT,190317_HSP11 - P.O. Gravina e S. Pietro Caltagirone,20-29,SIC,ITG1
9,Sicilia,TML_CAT_OSS,31/12/2020_PF/BT_SIC_190319_HSP11 - P. O. UMBERTO I_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-31,PF/BT,190319_HSP11 - P. O. UMBERTO I,20-29,SIC,ITG1
3,Sicilia,TML_CAT_OSS,31/12/2020_PF/BT_SIC_190332_HSP11 - P.O. CIVICO PARTINICO_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-31,PF/BT,190332_HSP11 - P.O. CIVICO PARTINICO,20-29,SIC,ITG1
12,Sicilia,TML_CAT_OSS,31/12/2020_PF/BT_SIC_190333_HSP11 - P.O. MADONNA DELLALTO - PETR. SOTTANA_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-31,PF/BT,190333_HSP11 - P.O. MADONNA DELLALTO - PETR. SOTTANA,20-29,SIC,ITG1
7,Sicilia,TML_CAT_OSS,31/12/2020_PF/BT_SIC_190334_HSP11 - P.O. S. CIMINO TERMINI IMERESE_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-31,PF/BT,190334_HSP11 - P.O. S. CIMINO TERMINI IMERESE,20-29,SIC,ITG1
24,Sicilia,TML_CAT_OSS,31/12/2020_PF/BT_SIC_190337_HSP11 - P.O. VILLA DELLE GINESTRE_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-31,PF/BT,190337_HSP11 - P.O. VILLA DELLE GINESTRE,20-29,SIC,ITG1
9,Sicilia,TML_CAT_OSS,31/12/2020_PF/BT_SIC_190345_HSP11 - P.O. UMBERTO I (EX A.O.)_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-31,PF/BT,190345_HSP11 - P.O. UMBERTO I (EX A.O.),20-29,SIC,ITG1
3,Sicilia,TML_CAT_OSS,31/12/2020_PF/BT_SIC_190351_HSP11 - P.O. S. ANTONIO ABATE - TRAPANI_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-31,PF/BT,190351_HSP11 - P.O. S. ANTONIO ABATE - TRAPANI,20-29,SIC,ITG1
7,Sicilia,TML_CAT_OSS,31/12/2020_PF/BT_SIC_190921_HSP11 - A.O. per lEmergenza Cannizzaro_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-31,PF/BT,190921_HSP11 - A.O. per lEmergenza Cannizzaro,20-29,SIC,ITG1
2,Sicilia,TML_CAT_OSS,31/12/2020_PF/BT_SIC_19092204_HSP11 - NUOVO OSPEDALE GARIBALDI - NESIMA_20-29,1 - Operatori Sanitari e Sociosanitari,19,2020-12-31,PF/BT,19092204_HSP11 - NUOVO OSPEDALE GARIBALDI - NESIMA,20-29,SIC,ITG1
