OBJECTID,DATA_TAMPONE,PROVINCIA,INCREMENTO,REGIONE
481,1582761600000,LECCO,3,LOMBARDIA
482,1582761600000,BRESCIA,30,LOMBARDIA
483,1582761600000,MILANO,33,LOMBARDIA
484,1582761600000,PAVIA,53,LOMBARDIA
12,1582848000000,COMO,3,LOMBARDIA
20,1582848000000,SONDRIO,3,LOMBARDIA
485,1582848000000,IGNOTA,11,LOMBARDIA
486,1582848000000,BRESCIA,55,LOMBARDIA
487,1582848000000,BERGAMO,187,LOMBARDIA
488,1582848000000,MONZA E DELLA BRIANZA,8,LOMBARDIA
489,1582848000000,LODI,179,LOMBARDIA
490,1582848000000,MILANO,43,LOMBARDIA
491,1582848000000,CREMONA,168,LOMBARDIA
492,1582848000000,LECCO,4,LOMBARDIA
493,1582848000000,PAVIA,65,LOMBARDIA
494,1582848000000,VARESE,5,LOMBARDIA
495,1582848000000,MANTOVA,4,LOMBARDIA
21,1582934400000,SONDRIO,3,LOMBARDIA
496,1582934400000,BERGAMO,261,LOMBARDIA
497,1582934400000,LECCO,5,LOMBARDIA
498,1582934400000,BRESCIA,87,LOMBARDIA
499,1582934400000,IGNOTA,18,LOMBARDIA
500,1582934400000,LODI,257,LOMBARDIA
501,1582934400000,PAVIA,78,LOMBARDIA
502,1582934400000,CREMONA,188,LOMBARDIA
503,1582934400000,MONZA E DELLA BRIANZA,11,LOMBARDIA
504,1582934400000,VARESE,6,LOMBARDIA
505,1582934400000,MANTOVA,10,LOMBARDIA
506,1582934400000,COMO,5,LOMBARDIA
507,1582934400000,MILANO,56,LOMBARDIA
4,1583020800000,MANTOVA,10,LOMBARDIA
22,1583020800000,SONDRIO,3,LOMBARDIA
508,1583020800000,MILANO,77,LOMBARDIA
509,1583020800000,CREMONA,227,LOMBARDIA
510,1583020800000,BRESCIA,129,LOMBARDIA
511,1583020800000,LODI,335,LOMBARDIA
512,1583020800000,COMO,9,LOMBARDIA
513,1583020800000,LECCO,9,LOMBARDIA
514,1583020800000,MONZA E DELLA BRIANZA,13,LOMBARDIA
515,1583020800000,VARESE,9,LOMBARDIA
516,1583020800000,IGNOTA,22,LOMBARDIA
517,1583020800000,PAVIA,89,LOMBARDIA
518,1583020800000,BERGAMO,336,LOMBARDIA
23,1583107200000,SONDRIO,3,LOMBARDIA
519,1583107200000,CREMONA,289,LOMBARDIA
520,1583107200000,COMO,12,LOMBARDIA
521,1583107200000,MILANO,113,LOMBARDIA
522,1583107200000,MANTOVA,16,LOMBARDIA
523,1583107200000,LODI,426,LOMBARDIA
524,1583107200000,MONZA E DELLA BRIANZA,21,LOMBARDIA
525,1583107200000,BERGAMO,426,LOMBARDIA
526,1583107200000,PAVIA,105,LOMBARDIA
527,1583107200000,IGNOTA,33,LOMBARDIA
528,1583107200000,VARESE,16,LOMBARDIA
529,1583107200000,LECCO,11,LOMBARDIA
530,1583107200000,BRESCIA,193,LOMBARDIA
531,1583193600000,LECCO,16,LOMBARDIA
532,1583193600000,PAVIA,131,LOMBARDIA
533,1583193600000,CREMONA,362,LOMBARDIA
534,1583193600000,MONZA E DELLA BRIANZA,33,LOMBARDIA
535,1583193600000,SONDRIO,4,LOMBARDIA
536,1583193600000,IGNOTA,46,LOMBARDIA
537,1583193600000,VARESE,19,LOMBARDIA
538,1583193600000,COMO,18,LOMBARDIA
539,1583193600000,MILANO,158,LOMBARDIA
540,1583193600000,BERGAMO,563,LOMBARDIA
541,1583193600000,BRESCIA,288,LOMBARDIA
542,1583193600000,LODI,481,LOMBARDIA
543,1583193600000,MANTOVA,22,LOMBARDIA
24,1583280000000,SONDRIO,4,LOMBARDIA
544,1583280000000,CREMONA,465,LOMBARDIA
545,1583280000000,BRESCIA,399,LOMBARDIA
546,1583280000000,MANTOVA,34,LOMBARDIA
547,1583280000000,LECCO,26,LOMBARDIA
548,1583280000000,PAVIA,149,LOMBARDIA
549,1583280000000,IGNOTA,54,LOMBARDIA
550,1583280000000,LODI,567,LOMBARDIA
551,1583280000000,VARESE,24,LOMBARDIA
552,1583280000000,MILANO,221,LOMBARDIA
553,1583280000000,COMO,22,LOMBARDIA
554,1583280000000,MONZA E DELLA BRIANZA,48,LOMBARDIA
555,1583280000000,BERGAMO,757,LOMBARDIA
556,1583366400000,CREMONA,609,LOMBARDIA
557,1583366400000,BRESCIA,531,LOMBARDIA
558,1583366400000,VARESE,29,LOMBARDIA
559,1583366400000,MANTOVA,47,LOMBARDIA
560,1583366400000,SONDRIO,7,LOMBARDIA
561,1583366400000,PAVIA,174,LOMBARDIA
562,1583366400000,LECCO,43,LOMBARDIA
563,1583366400000,IGNOTA,73,LOMBARDIA
564,1583366400000,BERGAMO,968,LOMBARDIA
565,1583366400000,MILANO,332,LOMBARDIA
566,1583366400000,LODI,647,LOMBARDIA
567,1583366400000,MONZA E DELLA BRIANZA,63,LOMBARDIA
568,1583366400000,COMO,37,LOMBARDIA
25,1583452800000,SONDRIO,7,LOMBARDIA
569,1583452800000,PAVIA,208,LOMBARDIA
570,1583452800000,MANTOVA,65,LOMBARDIA
571,1583452800000,VARESE,37,LOMBARDIA
572,1583452800000,CREMONA,775,LOMBARDIA
573,1583452800000,LECCO,69,LOMBARDIA
574,1583452800000,BRESCIA,752,LOMBARDIA
575,1583452800000,MILANO,422,LOMBARDIA
576,1583452800000,BERGAMO,1212,LOMBARDIA
577,1583452800000,LODI,699,LOMBARDIA
578,1583452800000,MONZA E DELLA BRIANZA,96,LOMBARDIA
579,1583452800000,COMO,41,LOMBARDIA
580,1583452800000,IGNOTA,81,LOMBARDIA
581,1583539200000,LODI,721,LOMBARDIA
582,1583539200000,LECCO,102,LOMBARDIA
583,1583539200000,MILANO,504,LOMBARDIA
584,1583539200000,PAVIA,235,LOMBARDIA
585,1583539200000,MANTOVA,77,LOMBARDIA
586,1583539200000,SONDRIO,9,LOMBARDIA
587,1583539200000,BERGAMO,1446,LOMBARDIA
588,1583539200000,MONZA E DELLA BRIANZA,115,LOMBARDIA
589,1583539200000,COMO,49,LOMBARDIA
590,1583539200000,VARESE,42,LOMBARDIA
591,1583539200000,BRESCIA,927,LOMBARDIA
592,1583539200000,CREMONA,846,LOMBARDIA
593,1583539200000,IGNOTA,91,LOMBARDIA
594,1583625600000,MANTOVA,93,LOMBARDIA
595,1583625600000,LECCO,117,LOMBARDIA
596,1583625600000,CREMONA,965,LOMBARDIA
597,1583625600000,VARESE,52,LOMBARDIA
598,1583625600000,SONDRIO,12,LOMBARDIA
599,1583625600000,MONZA E DELLA BRIANZA,135,LOMBARDIA
600,1583625600000,MILANO,607,LOMBARDIA
601,1583625600000,LODI,794,LOMBARDIA
602,1583625600000,BERGAMO,1605,LOMBARDIA
603,1583625600000,BRESCIA,1126,LOMBARDIA
604,1583625600000,PAVIA,260,LOMBARDIA
605,1583625600000,IGNOTA,103,LOMBARDIA
606,1583625600000,COMO,64,LOMBARDIA
607,1583712000000,LODI,861,LOMBARDIA
608,1583712000000,BRESCIA,1401,LOMBARDIA
609,1583712000000,MANTOVA,103,LOMBARDIA
610,1583712000000,LECCO,151,LOMBARDIA
611,1583712000000,MILANO,728,LOMBARDIA
612,1583712000000,BERGAMO,1960,LOMBARDIA
613,1583712000000,MONZA E DELLA BRIANZA,178,LOMBARDIA
614,1583712000000,COMO,81,LOMBARDIA
615,1583712000000,IGNOTA,131,LOMBARDIA
616,1583712000000,CREMONA,1145,LOMBARDIA
617,1583712000000,PAVIA,331,LOMBARDIA
618,1583712000000,SONDRIO,13,LOMBARDIA
619,1583712000000,VARESE,64,LOMBARDIA
620,1583798400000,LECCO,177,LOMBARDIA
621,1583798400000,CREMONA,1284,LOMBARDIA
622,1583798400000,BRESCIA,1683,LOMBARDIA
623,1583798400000,LODI,916,LOMBARDIA
624,1583798400000,BERGAMO,2369,LOMBARDIA
625,1583798400000,MILANO,939,LOMBARDIA
626,1583798400000,MONZA E DELLA BRIANZA,216,LOMBARDIA
627,1583798400000,IGNOTA,182,LOMBARDIA
628,1583798400000,PAVIA,394,LOMBARDIA
629,1583798400000,VARESE,75,LOMBARDIA
630,1583798400000,COMO,110,LOMBARDIA
631,1583798400000,MANTOVA,125,LOMBARDIA
632,1583798400000,SONDRIO,28,LOMBARDIA
633,1583884800000,PAVIA,467,LOMBARDIA
634,1583884800000,BERGAMO,2757,LOMBARDIA
635,1583884800000,SONDRIO,35,LOMBARDIA
636,1583884800000,IGNOTA,204,LOMBARDIA
637,1583884800000,LECCO,211,LOMBARDIA
638,1583884800000,MILANO,1120,LOMBARDIA
639,1583884800000,CREMONA,1410,LOMBARDIA
640,1583884800000,LODI,971,LOMBARDIA
641,1583884800000,BRESCIA,1987,LOMBARDIA
642,1583884800000,COMO,136,LOMBARDIA
643,1583884800000,MONZA E DELLA BRIANZA,278,LOMBARDIA
644,1583884800000,MANTOVA,157,LOMBARDIA
645,1583884800000,VARESE,99,LOMBARDIA
646,1583971200000,MILANO,1271,LOMBARDIA
647,1583971200000,LECCO,279,LOMBARDIA
648,1583971200000,BRESCIA,2225,LOMBARDIA
649,1583971200000,LODI,1061,LOMBARDIA
650,1583971200000,CREMONA,1579,LOMBARDIA
651,1583971200000,SONDRIO,43,LOMBARDIA
652,1583971200000,PAVIA,523,LOMBARDIA
653,1583971200000,BERGAMO,3122,LOMBARDIA
654,1583971200000,MANTOVA,206,LOMBARDIA
655,1583971200000,VARESE,107,LOMBARDIA
656,1583971200000,IGNOTA,238,LOMBARDIA
657,1583971200000,MONZA E DELLA BRIANZA,372,LOMBARDIA
658,1583971200000,COMO,166,LOMBARDIA
659,1584057600000,IGNOTA,256,LOMBARDIA
660,1584057600000,MONZA E DELLA BRIANZA,459,LOMBARDIA
661,1584057600000,BRESCIA,2572,LOMBARDIA
662,1584057600000,BERGAMO,3576,LOMBARDIA
663,1584057600000,PAVIA,594,LOMBARDIA
664,1584057600000,VARESE,139,LOMBARDIA
665,1584057600000,CREMONA,1830,LOMBARDIA
666,1584057600000,LODI,1112,LOMBARDIA
667,1584057600000,LECCO,341,LOMBARDIA
668,1584057600000,SONDRIO,53,LOMBARDIA
669,1584057600000,MILANO,1483,LOMBARDIA
670,1584057600000,MANTOVA,293,LOMBARDIA
671,1584057600000,COMO,202,LOMBARDIA
672,1584144000000,PAVIA,656,LOMBARDIA
673,1584144000000,MILANO,1704,LOMBARDIA
674,1584144000000,CREMONA,1972,LOMBARDIA
675,1584144000000,BERGAMO,3886,LOMBARDIA
676,1584144000000,LODI,1134,LOMBARDIA
677,1584144000000,MONZA E DELLA BRIANZA,517,LOMBARDIA
678,1584144000000,COMO,238,LOMBARDIA
679,1584144000000,VARESE,159,LOMBARDIA
680,1584144000000,IGNOTA,279,LOMBARDIA
681,1584144000000,LECCO,404,LOMBARDIA
682,1584144000000,MANTOVA,346,LOMBARDIA
683,1584144000000,SONDRIO,57,LOMBARDIA
684,1584144000000,BRESCIA,2930,LOMBARDIA
685,1584230400000,MILANO,1915,LOMBARDIA
686,1584230400000,MANTOVA,384,LOMBARDIA
687,1584230400000,IGNOTA,307,LOMBARDIA
688,1584230400000,PAVIA,713,LOMBARDIA
689,1584230400000,BERGAMO,4144,LOMBARDIA
690,1584230400000,COMO,269,LOMBARDIA
691,1584230400000,BRESCIA,3212,LOMBARDIA
692,1584230400000,CREMONA,2069,LOMBARDIA
693,1584230400000,LODI,1173,LOMBARDIA
694,1584230400000,MONZA E DELLA BRIANZA,592,LOMBARDIA
695,1584230400000,VARESE,177,LOMBARDIA
696,1584230400000,LECCO,446,LOMBARDIA
697,1584230400000,SONDRIO,74,LOMBARDIA
698,1584316800000,MILANO,2335,LOMBARDIA
699,1584316800000,MANTOVA,477,LOMBARDIA
700,1584316800000,LECCO,503,LOMBARDIA
701,1584316800000,BERGAMO,4560,LOMBARDIA
702,1584316800000,CREMONA,2211,LOMBARDIA
703,1584316800000,PAVIA,803,LOMBARDIA
704,1584316800000,LODI,1323,LOMBARDIA
705,1584316800000,BRESCIA,3714,LOMBARDIA
706,1584316800000,SONDRIO,89,LOMBARDIA
707,1584316800000,VARESE,198,LOMBARDIA
708,1584316800000,MONZA E DELLA BRIANZA,740,LOMBARDIA
709,1584316800000,IGNOTA,340,LOMBARDIA
710,1584316800000,COMO,315,LOMBARDIA
711,1584403200000,MILANO,2724,LOMBARDIA
712,1584403200000,MONZA E DELLA BRIANZA,863,LOMBARDIA
713,1584403200000,SONDRIO,116,LOMBARDIA
714,1584403200000,LECCO,600,LOMBARDIA
715,1584403200000,BRESCIA,4169,LOMBARDIA
716,1584403200000,CREMONA,2348,LOMBARDIA
717,1584403200000,COMO,357,LOMBARDIA
718,1584403200000,IGNOTA,388,LOMBARDIA
719,1584403200000,MANTOVA,579,LOMBARDIA
720,1584403200000,BERGAMO,5013,LOMBARDIA
721,1584403200000,PAVIA,881,LOMBARDIA
722,1584403200000,LODI,1420,LOMBARDIA
723,1584403200000,VARESE,235,LOMBARDIA
724,1584489600000,COMO,403,LOMBARDIA
725,1584489600000,BRESCIA,4636,LOMBARDIA
726,1584489600000,MONZA E DELLA BRIANZA,1000,LOMBARDIA
727,1584489600000,MANTOVA,701,LOMBARDIA
728,1584489600000,LECCO,666,LOMBARDIA
729,1584489600000,MILANO,3211,LOMBARDIA
730,1584489600000,LODI,1500,LOMBARDIA
731,1584489600000,SONDRIO,150,LOMBARDIA
732,1584489600000,IGNOTA,412,LOMBARDIA
733,1584489600000,BERGAMO,5474,LOMBARDIA
734,1584489600000,CREMONA,2440,LOMBARDIA
735,1584489600000,VARESE,280,LOMBARDIA
736,1584489600000,PAVIA,981,LOMBARDIA
737,1584576000000,BERGAMO,5906,LOMBARDIA
738,1584576000000,SONDRIO,172,LOMBARDIA
739,1584576000000,COMO,473,LOMBARDIA
740,1584576000000,LODI,1569,LOMBARDIA
741,1584576000000,PAVIA,1079,LOMBARDIA
742,1584576000000,LECCO,742,LOMBARDIA
743,1584576000000,CREMONA,2601,LOMBARDIA
744,1584576000000,VARESE,324,LOMBARDIA
745,1584576000000,BRESCIA,5141,LOMBARDIA
746,1584576000000,MONZA E DELLA BRIANZA,1094,LOMBARDIA
747,1584576000000,MANTOVA,819,LOMBARDIA
748,1584576000000,MILANO,3714,LOMBARDIA
749,1584576000000,IGNOTA,450,LOMBARDIA
750,1584662400000,LECCO,830,LOMBARDIA
751,1584662400000,IGNOTA,495,LOMBARDIA
752,1584662400000,BERGAMO,6328,LOMBARDIA
753,1584662400000,BRESCIA,5566,LOMBARDIA
754,1584662400000,LODI,1644,LOMBARDIA
755,1584662400000,MONZA E DELLA BRIANZA,1274,LOMBARDIA
756,1584662400000,MILANO,4198,LOMBARDIA
757,1584662400000,COMO,544,LOMBARDIA
758,1584662400000,CREMONA,2759,LOMBARDIA
759,1584662400000,VARESE,385,LOMBARDIA
760,1584662400000,MANTOVA,883,LOMBARDIA
761,1584662400000,SONDRIO,210,LOMBARDIA
762,1584662400000,PAVIA,1192,LOMBARDIA
763,1584748800000,MANTOVA,988,LOMBARDIA
764,1584748800000,MILANO,4516,LOMBARDIA
765,1584748800000,BRESCIA,5865,LOMBARDIA
766,1584748800000,BERGAMO,6602,LOMBARDIA
767,1584748800000,LODI,1669,LOMBARDIA
768,1584748800000,SONDRIO,221,LOMBARDIA
769,1584748800000,VARESE,412,LOMBARDIA
770,1584748800000,LECCO,892,LOMBARDIA
771,1584748800000,CREMONA,2850,LOMBARDIA
772,1584748800000,COMO,602,LOMBARDIA
773,1584748800000,PAVIA,1254,LOMBARDIA
774,1584748800000,MONZA E DELLA BRIANZA,1337,LOMBARDIA
775,1584748800000,IGNOTA,509,LOMBARDIA
776,1584835200000,BRESCIA,6090,LOMBARDIA
777,1584835200000,CREMONA,2891,LOMBARDIA
778,1584835200000,BERGAMO,6826,LOMBARDIA
779,1584835200000,MONZA E DELLA BRIANZA,1401,LOMBARDIA
780,1584835200000,VARESE,434,LOMBARDIA
781,1584835200000,LODI,1688,LOMBARDIA
782,1584835200000,LECCO,935,LOMBARDIA
783,1584835200000,COMO,631,LOMBARDIA
784,1584835200000,MILANO,4846,LOMBARDIA
785,1584835200000,SONDRIO,236,LOMBARDIA
786,1584835200000,MANTOVA,1031,LOMBARDIA
787,1584835200000,IGNOTA,528,LOMBARDIA
788,1584835200000,PAVIA,1343,LOMBARDIA
789,1584921600000,BERGAMO,7196,LOMBARDIA
790,1584921600000,CREMONA,3039,LOMBARDIA
791,1584921600000,IGNOTA,565,LOMBARDIA
792,1584921600000,LECCO,1039,LOMBARDIA
793,1584921600000,LODI,1763,LOMBARDIA
794,1584921600000,BRESCIA,6458,LOMBARDIA
795,1584921600000,PAVIA,1505,LOMBARDIA
796,1584921600000,COMO,701,LOMBARDIA
797,1584921600000,MILANO,5334,LOMBARDIA
798,1584921600000,VARESE,495,LOMBARDIA
799,1584921600000,MONZA E DELLA BRIANZA,1552,LOMBARDIA
800,1584921600000,SONDRIO,264,LOMBARDIA
801,1584921600000,MANTOVA,1159,LOMBARDIA
802,1585008000000,COMO,751,LOMBARDIA
803,1585008000000,MILANO,5886,LOMBARDIA
804,1585008000000,SONDRIO,285,LOMBARDIA
805,1585008000000,BRESCIA,6841,LOMBARDIA
806,1585008000000,BERGAMO,7526,LOMBARDIA
807,1585008000000,MANTOVA,1249,LOMBARDIA
808,1585008000000,MONZA E DELLA BRIANZA,1740,LOMBARDIA
809,1585008000000,IGNOTA,605,LOMBARDIA
810,1585008000000,PAVIA,1651,LOMBARDIA
811,1585008000000,LODI,1804,LOMBARDIA
812,1585008000000,VARESE,564,LOMBARDIA
813,1585008000000,LECCO,1148,LOMBARDIA
814,1585008000000,CREMONA,3175,LOMBARDIA
815,1585094400000,IGNOTA,631,LOMBARDIA
816,1585094400000,BRESCIA,7165,LOMBARDIA
817,1585094400000,MILANO,6403,LOMBARDIA
818,1585094400000,MONZA E DELLA BRIANZA,1920,LOMBARDIA
819,1585094400000,PAVIA,1770,LOMBARDIA
820,1585094400000,MANTOVA,1345,LOMBARDIA
821,1585094400000,VARESE,621,LOMBARDIA
822,1585094400000,SONDRIO,300,LOMBARDIA
823,1585094400000,LECCO,1212,LOMBARDIA
824,1585094400000,LODI,1858,LOMBARDIA
825,1585094400000,COMO,824,LOMBARDIA
826,1585094400000,CREMONA,3314,LOMBARDIA
827,1585094400000,BERGAMO,7911,LOMBARDIA
828,1585180800000,BERGAMO,8208,LOMBARDIA
829,1585180800000,MILANO,6895,LOMBARDIA
830,1585180800000,LODI,1918,LOMBARDIA
831,1585180800000,PAVIA,1870,LOMBARDIA
832,1585180800000,SONDRIO,340,LOMBARDIA
833,1585180800000,BRESCIA,7518,LOMBARDIA
834,1585180800000,LECCO,1313,LOMBARDIA
835,1585180800000,MONZA E DELLA BRIANZA,2076,LOMBARDIA
836,1585180800000,COMO,898,LOMBARDIA
837,1585180800000,VARESE,675,LOMBARDIA
838,1585180800000,IGNOTA,685,LOMBARDIA
839,1585180800000,CREMONA,3472,LOMBARDIA
840,1585180800000,MANTOVA,1453,LOMBARDIA
841,1585267200000,SONDRIO,366,LOMBARDIA
842,1585267200000,PAVIA,1970,LOMBARDIA
843,1585267200000,BERGAMO,8480,LOMBARDIA
844,1585267200000,COMO,971,LOMBARDIA
845,1585267200000,IGNOTA,717,LOMBARDIA
846,1585267200000,MANTOVA,1563,LOMBARDIA
847,1585267200000,LECCO,1386,LOMBARDIA
848,1585267200000,VARESE,746,LOMBARDIA
849,1585267200000,CREMONA,3680,LOMBARDIA
850,1585267200000,MONZA E DELLA BRIANZA,2255,LOMBARDIA
851,1585267200000,LODI,1971,LOMBARDIA
852,1585267200000,MILANO,7371,LOMBARDIA
853,1585267200000,BRESCIA,7832,LOMBARDIA
854,1585353600000,VARESE,777,LOMBARDIA
855,1585353600000,LODI,2005,LOMBARDIA
856,1585353600000,PAVIA,2039,LOMBARDIA
857,1585353600000,MILANO,7809,LOMBARDIA
858,1585353600000,CREMONA,3773,LOMBARDIA
859,1585353600000,LECCO,1432,LOMBARDIA
860,1585353600000,SONDRIO,379,LOMBARDIA
861,1585353600000,MONZA E DELLA BRIANZA,2347,LOMBARDIA
862,1585353600000,MANTOVA,1631,LOMBARDIA
863,1585353600000,BRESCIA,8035,LOMBARDIA
864,1585353600000,BERGAMO,8653,LOMBARDIA
865,1585353600000,IGNOTA,733,LOMBARDIA
866,1585353600000,COMO,1058,LOMBARDIA
867,1585440000000,MONZA E DELLA BRIANZA,2400,LOMBARDIA
868,1585440000000,MILANO,8011,LOMBARDIA
869,1585440000000,SONDRIO,390,LOMBARDIA
870,1585440000000,BERGAMO,8754,LOMBARDIA
871,1585440000000,PAVIA,2092,LOMBARDIA
872,1585440000000,MANTOVA,1668,LOMBARDIA
873,1585440000000,VARESE,797,LOMBARDIA
874,1585440000000,CREMONA,3809,LOMBARDIA
875,1585440000000,LECCO,1464,LOMBARDIA
876,1585440000000,COMO,1086,LOMBARDIA
877,1585440000000,BRESCIA,8194,LOMBARDIA
878,1585440000000,IGNOTA,747,LOMBARDIA
879,1585440000000,LODI,2014,LOMBARDIA
880,1585526400000,IGNOTA,779,LOMBARDIA
881,1585526400000,VARESE,844,LOMBARDIA
882,1585526400000,MONZA E DELLA BRIANZA,2531,LOMBARDIA
883,1585526400000,BRESCIA,8447,LOMBARDIA
884,1585526400000,LODI,2062,LOMBARDIA
885,1585526400000,BERGAMO,8966,LOMBARDIA
886,1585526400000,MANTOVA,1750,LOMBARDIA
887,1585526400000,LECCO,1512,LOMBARDIA
888,1585526400000,MILANO,8597,LOMBARDIA
889,1585526400000,COMO,1136,LOMBARDIA
890,1585526400000,SONDRIO,428,LOMBARDIA
891,1585526400000,PAVIA,2212,LOMBARDIA
892,1585526400000,CREMONA,3921,LOMBARDIA
893,1585612800000,MANTOVA,1818,LOMBARDIA
894,1585612800000,BERGAMO,9139,LOMBARDIA
895,1585612800000,LODI,2106,LOMBARDIA
896,1585612800000,MILANO,9115,LOMBARDIA
897,1585612800000,VARESE,928,LOMBARDIA
898,1585612800000,PAVIA,2318,LOMBARDIA
899,1585612800000,LECCO,1555,LOMBARDIA
900,1585612800000,CREMONA,4026,LOMBARDIA
901,1585612800000,COMO,1194,LOMBARDIA
902,1585612800000,MONZA E DELLA BRIANZA,2634,LOMBARDIA
903,1585612800000,SONDRIO,438,LOMBARDIA
904,1585612800000,BRESCIA,8650,LOMBARDIA
905,1585612800000,IGNOTA,802,LOMBARDIA
906,1585699200000,LODI,2137,LOMBARDIA
907,1585699200000,BRESCIA,8853,LOMBARDIA
908,1585699200000,LECCO,1600,LOMBARDIA
909,1585699200000,COMO,1277,LOMBARDIA
910,1585699200000,VARESE,1019,LOMBARDIA
911,1585699200000,MONZA E DELLA BRIANZA,2775,LOMBARDIA
912,1585699200000,CREMONA,4173,LOMBARDIA
913,1585699200000,MANTOVA,1899,LOMBARDIA
914,1585699200000,BERGAMO,9317,LOMBARDIA
915,1585699200000,PAVIA,2457,LOMBARDIA
916,1585699200000,SONDRIO,463,LOMBARDIA
917,1585699200000,MILANO,9723,LOMBARDIA
918,1585699200000,IGNOTA,842,LOMBARDIA
919,1585785600000,PAVIA,2558,LOMBARDIA
920,1585785600000,LODI,2173,LOMBARDIA
921,1585785600000,LECCO,1654,LOMBARDIA
922,1585785600000,IGNOTA,878,LOMBARDIA
923,1585785600000,MANTOVA,1968,LOMBARDIA
924,1585785600000,VARESE,1082,LOMBARDIA
925,1585785600000,COMO,1325,LOMBARDIA
926,1585785600000,BRESCIA,9027,LOMBARDIA
927,1585785600000,CREMONA,4235,LOMBARDIA
928,1585785600000,SONDRIO,490,LOMBARDIA
929,1585785600000,BERGAMO,9528,LOMBARDIA
930,1585785600000,MILANO,10300,LOMBARDIA
931,1585785600000,MONZA E DELLA BRIANZA,2942,LOMBARDIA
932,1585872000000,MILANO,10781,LOMBARDIA
933,1585872000000,LECCO,1693,LOMBARDIA
934,1585872000000,SONDRIO,519,LOMBARDIA
935,1585872000000,LODI,2207,LOMBARDIA
936,1585872000000,IGNOTA,913,LOMBARDIA
937,1585872000000,COMO,1414,LOMBARDIA
